,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
6925,Hatchback,20000,Manual,1,Maruti Swift,2022,810000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Others,No,No,Electric,170.0,5,268,jaipur
6926,Sedan,150000,Manual,1,Maruti Swift Dzire,2016,500000.0,Petrol,Third Party insurance,5.0,1197.0,20.85,Others,No,No,Power,158.0,4,320,jaipur
6927,Hatchback,60000,Manual,2,Hyundai Grand i10,2016,500000.0,Diesel,Third Party insurance,5.0,1120.0,24.0,Others,No,No,Power,157.0,5,256,jaipur
6928,Sedan,60000,Automatic,1,Jaguar XE,2019,3200000.0,Diesel,Third Party insurance,5.0,1999.0,13.5,Others,Yes,No,Power,228.0,4,455,jaipur
6929,Hatchback,150000,Manual,2,Maruti 800,2011,150000.0,Petrol,Third Party insurance,4.0,796.0,16.1,Others,No,No,Manual,144.0,4,9544,jaipur
6930,Hatchback,90000,Manual,2,Maruti Alto K10,2014,250000.0,Petrol,Third Party insurance,5.0,998.0,20.92,Others,No,No,Power,170.0,5,9544,jaipur
6931,Hatchback,120000,Manual,1,Renault Pulse,2012,200000.0,Diesel,Third Party insurance,5.0,1461.0,23.08,Others,Yes,No,Power,170.0,5,251,jaipur
6932,Hatchback,60000,Manual,1,Maruti S-Presso,2021,600000.0,CNG,Third Party insurance,4.0,998.0,19.255853130413264,Others,No,No,Power,170.0,5,9544,jaipur
6933,Sedan,120000,Manual,1,Tata Zest,2014,400000.0,Petrol,Third Party insurance,5.0,1193.0,17.57,Others,Yes,No,Power,154.0,4,390,jaipur
6934,Hatchback,90000,Manual,2,Maruti Alto,2011,200000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Power,137.0,5,9544,jaipur
6935,Sedan,30000,Automatic,5,Hyundai Elantra,2021,2000000.0,Diesel,Third Party insurance,5.0,1493.0,14.62,Light Orange,Yes,No,Power,170.0,4,420,jaipur
6936,Hatchback,120000,Manual,1,Fiat Avventura,2015,350000.0,Diesel,Third Party insurance,5.0,1248.0,20.5,Others,Yes,No,Power,170.0,5,280,jaipur
6937,SUV,120000,Manual,1,Mahindra XUV500,2013,700000.0,Diesel,Third Party insurance,7.0,2179.0,15.1,Others,Yes,No,Power,175.0,5,9544,jaipur
6938,Sedan,120000,Manual,1,Honda City,2015,450000.0,Diesel,Third Party insurance,5.0,1498.0,26.0,Others,Yes,No,Power,190.0,4,510,jaipur
6939,Sedan,120000,Manual,1,Honda City,2015,600000.0,Diesel,Third Party insurance,5.0,1498.0,25.1,Others,Yes,No,Power,190.0,4,510,jaipur
6940,Sedan,60000,Manual,1,Hyundai Xcent,2014,400000.0,Petrol,Third Party insurance,5.0,1197.0,19.1,Others,No,No,Power,172.0,4,407,jaipur
6941,Hatchback,60000,Manual,3,Maruti Alto K10,2016,302000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6942,Sedan,20000,Manual,1,Hyundai Aura,2022,830000.0000000001,Petrol,Third Party insurance,5.0,1197.0,20.5,Others,No,No,Electric,170.0,4,9544,jaipur
6943,Sedan,150000,Manual,1,Maruti Swift Dzire,2014,500000.0,Diesel,Third Party insurance,5.0,1248.0,23.4,Others,Yes,No,Power,170.0,4,320,jaipur
6944,Hatchback,120000,Manual,2,Maruti Ritz,2010,180000.0,Diesel,Third Party insurance,5.0,1248.0,21.1,Others,No,No,Power,156.0,5,232,jaipur
6945,Hatchback,120000,Manual,4,Ford Figo,2011,250000.0,Diesel,Third Party insurance,5.0,1399.0,20.0,Others,No,No,Power,148.0,5,284,jaipur
6946,Sedan,70000,Manual,1,Hyundai Accent,2011,300000.0,Petrol,Third Party insurance,5.0,1495.0,16.36,Others,No,No,Power,170.0,4,380,jaipur
6947,Hatchback,50000,Manual,3,Maruti Alto K10,2016,320000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6948,Sedan,120000,Manual,1,Hyundai Verna,2013,450000.0,Diesel,Third Party insurance,5.0,1582.0,22.32,Others,No,No,Power,170.0,4,9544,jaipur
6949,Hatchback,150000,Manual,2,Hyundai i20,2010,225000.0,Diesel,Third Party insurance,5.0,1396.0,23.0,Others,No,No,Power,170.0,5,9544,jaipur
6950,Hatchback,150000,Manual,2,Hyundai i20,2010,225000.0,Diesel,Third Party insurance,5.0,1396.0,23.0,Others,No,No,Power,170.0,5,9544,jaipur
6951,Hatchback,70000,Manual,1,Maruti Alto K10,2020,450000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6952,Hatchback,60000,Manual,3,Maruti Alto K10,2016,320000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6953,Hatchback,50000,Manual,1,Hyundai i20,2011,300000.0,Petrol,Third Party insurance,5.0,1197.0,17.0,Others,No,No,Power,170.0,5,9544,jaipur
6954,Hatchback,120000,Manual,3,Ford Figo,2011,200000.0,Petrol,Third Party insurance,5.0,1196.0,15.6,Others,No,No,Power,148.0,5,284,jaipur
6955,Sedan,150000,Manual,1,Volkswagen Passat,2013,680000.0,Diesel,Third Party insurance,5.0,1968.0,18.33,Others,Yes,No,Power,185.0,4,565,jaipur
6956,Sedan,120000,Manual,4,Toyota Corolla Altis,2008,350000.0,Petrol,Third Party insurance,5.0,1798.0,14.53,Others,No,No,Power,205.0,4,9544,jaipur
6957,Hatchback,150000,Manual,2,Volkswagen CrossPolo,2014,350000.0,Diesel,Third Party insurance,5.0,1199.0,22.07,Others,Yes,No,Power,170.0,5,9544,jaipur
6958,Hatchback,150000,Manual,1,Maruti Swift,2011,350000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Others,Yes,No,Power,158.0,5,232,jaipur
6959,Hatchback,150000,Manual,2,Maruti Alto,2008,200000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Manual,137.0,5,9544,jaipur
6960,Sedan,80000,Manual,1,Honda City,2011,450000.0,Petrol,Third Party insurance,5.0,1497.0,17.0,Others,No,No,Power,170.0,4,506,jaipur
6961,Hatchback,100000,Manual,3,Maruti Swift,2014,350000.0,Petrol,Third Party insurance,5.0,1197.0,22.0,Others,No,No,Power,170.0,5,268,jaipur
6962,Hatchback,120000,Manual,1,Maruti Swift,2013,525000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Others,Yes,No,Power,158.0,5,232,jaipur
6963,Hatchback,60000,Manual,2,Hyundai i20,2011,520000.0,Petrol,Third Party insurance,5.0,1197.0,18.5,Others,No,No,Power,170.0,5,9544,jaipur
6964,Hatchback,120000,Manual,2,Maruti Swift,2013,450000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Others,Yes,No,Power,158.0,5,232,jaipur
6965,Hatchback,80000,Manual,1,Fiat Avventura,2015,600000.0,Diesel,Third Party insurance,5.0,1248.0,20.5,Others,Yes,No,Power,170.0,5,280,jaipur
6966,Hatchback,50000,Manual,1,Hyundai i10,2010,79000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,jaipur
6967,Sedan,10000,Manual,1,Maruti Swift Dzire,2023,500000.0,Petrol,Third Party insurance,5.0,1197.0,22.41,Others,No,No,Electric,170.0,4,378,jaipur
6968,SUV,50000,Automatic,2,Maruti Jimny,2023,800000.0,Petrol,Third Party insurance,4.0,1462.0,16.39,Others,No,No,Electric,170.0,5,211,jaipur
6969,Hatchback,80000,Manual,2,Maruti Swift,2012,160000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,160.0,5,232,jaipur
6970,Hatchback,90000,Automatic,2,Renault KWID,2016,220000.00000000003,Petrol,Third Party insurance,5.0,999.0,23.01,Others,No,No,Power,155.8,5,300,jaipur
6971,SUV,30000,Manual,1,Tata Punch,2022,700000.0,Petrol,Third Party insurance,5.0,1199.0,20.09,Others,No,No,Electric,170.0,5,366,jaipur
6972,Hatchback,70000,Manual,1,Maruti Alto K10,2014,200000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6973,Hatchback,70000,Manual,1,Maruti Alto K10,2014,200000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,jaipur
6974,Sedan,100000,Manual,2,Maruti Swift Dzire,2010,150000.0,Petrol,Third Party insurance,5.0,1298.0,17.5,Others,No,No,Power,170.0,4,464,jaipur
6975,MUV,70000,Manual,1,Renault Triber,2020,600000.0,Petrol,Third Party insurance,7.0,999.0,20.0,Others,No,No,Electric,170.0,5,84,jaipur
6976,Hatchback,70000,Manual,1,Maruti Alto,2012,130000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Manual,137.0,5,9544,jaipur
6977,Hatchback,60000,Manual,1,Maruti Alto,2012,150000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Power,137.0,5,9544,jaipur
6978,Hatchback,150000,Manual,1,Maruti Wagon R,2008,72000.0,Petrol,Third Party insurance,5.0,998.0,18.9,Others,No,No,Power,170.0,4,9544,jaipur
6979,Hatchback,150000,Manual,1,Hyundai EON,2014,160000.0,Petrol,Third Party insurance,5.0,814.0,21.1,Others,No,No,Power,135.0,5,215,jaipur
6980,Hatchback,120000,Manual,2,Volkswagen Polo,2012,200000.0,Diesel,Third Party insurance,5.0,1199.0,22.07,Others,No,No,Power,164.1,5,9544,jaipur
6981,Hatchback,150000,Manual,1,Maruti Alto,2002,40000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Manual,137.0,5,9544,jaipur
6982,SUV,100000,Manual,1,Ford Ecosport,2014,350000.0,Diesel,Third Party insurance,5.0,1498.0,22.7,Others,Yes,No,Power,182.0,5,346,jaipur
6983,Hatchback,120000,Manual,1,Chevrolet Beat,2011,108000.0,Petrol,Third Party insurance,5.0,1199.0,18.6,Others,No,No,Power,170.0,5,170,jaipur
6984,Hatchback,70000,Manual,1,Maruti Alto,2007,105000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Manual,137.0,5,9544,jaipur
6985,SUV,20000,Manual,1,Renault Kiger,2022,850000.0,Petrol,Third Party insurance,5.0,999.0,19.17,Others,No,No,Electric,170.0,5,405,jaipur
6986,Hatchback,40000,Manual,1,Maruti Alto,2009,100000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Manual,137.0,5,9544,jaipur
6987,Hatchback,80000,Manual,1,Maruti Baleno,2018,500000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Others,No,No,Power,180.0,5,339,jaipur
6988,Sedan,70000,Automatic,3,Toyota Camry,2014,975000.0,Petrol,Third Party insurance,5.0,2494.0,19.16,White,No,No,Power,170.0,4,9544,kolkata
6989,Hatchback,23981,Manual,1,Datsun RediGO,2017,266000.0,Petrol,Comprehensive,5.0,799.0,22.7,Red,No,No,Power,170.0,5,222,kolkata
6990,SUV,7100,Automatic,1,Renault Kiger,2021,595000.0,Petrol,Comprehensive,5.0,999.0,19.03,Blue,No,No,Electric,170.0,5,405,kolkata
6991,Hatchback,71574,Manual,2,Hyundai i20,2011,223000.0,Petrol,Third Party,5.0,1197.0,17.0,Red,No,No,Power,170.0,5,295,kolkata
6992,SUV,50000,Automatic,2,Audi Q3,2014,1200000.0,Diesel,Third Party insurance,5.0,1968.0,15.73,White,Yes,No,Power,212.0,5,460,kolkata
6993,Hatchback,35629,Automatic,1,Maruti Wagon R,2018,425000.0,Petrol,Comprehensive,5.0,1197.0,20.52,Brown,No,No,Power,170.0,5,341,kolkata
6994,Hatchback,11476,Automatic,2,Hyundai Santro,2020,596000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Silver,No,No,Electric,170.0,5,235,kolkata
6995,Hatchback,31000,Manual,1,Renault KWID,2018,250000.0,Petrol,Third Party insurance,5.0,799.0,25.17,Silver,No,No,Power,135.0,5,300,kolkata
6996,Sedan,41005,Manual,2,Maruti Swift Dzire,2011,221000.0,Petrol,Comprehensive,5.0,1298.0,17.5,Silver,No,No,Power,170.0,4,464,kolkata
6997,Hatchback,60055,Manual,1,Maruti Wagon R,2010,208000.0,Petrol,Third Party,5.0,998.0,18.9,Red,No,No,Manual,170.0,4,9544,kolkata
6998,Hatchback,65005,Manual,1,Maruti Swift,2013,311000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Grey,No,No,Power,160.0,5,232,kolkata
6999,Hatchback,2657,Manual,1,Renault KWID,2022,464000.0,Petrol,Third Party,5.0,799.0,22.3,Red,No,No,Electric,170.0,5,279,kolkata
7000,Hatchback,16000,Manual,1,Hyundai i10,2011,205000.0,Petrol,Comprehensive,5.0,1086.0,19.81,Grey,No,No,Power,165.0,5,225,kolkata
7001,SUV,7426,Automatic,1,Tata Harrier,2023,2175000.0,Diesel,Comprehensive,5.0,1956.0,14.6,Red,Yes,No,Power,170.0,5,425,kolkata
7002,Hatchback,27046,Automatic,1,Maruti Baleno,2018,643000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,kolkata
7003,SUV,30100,Automatic,1,Toyota Fortuner,2021,3750000.0,Diesel,Third Party insurance,7.0,2755.0,15.04,Black,Yes,No,Power,157.3,5,9544,kolkata
7004,Hatchback,9000,Manual,1,Maruti Wagon R,2022,545000.0,Petrol,Comprehensive,5.0,998.0,24.35,Brown,No,No,Power,170.0,5,341,kolkata
7005,Hatchback,17000,Manual,1,Hyundai i20,2022,750000.0,Petrol,Third Party insurance,5.0,1197.0,21.0,Grey,No,No,Electric,170.0,5,311,kolkata
7006,SUV,49200,Automatic,1,Jeep Compass,2021,1650000.0,Diesel,Comprehensive,5.0,1956.0,17.1,Grey,Yes,No,Power,170.0,5,408,kolkata
7007,Hatchback,35000,Manual,2,Hyundai i10,2009,225000.0,Petrol,Comprehensive,5.0,1086.0,19.81,Red,No,No,Power,165.0,5,225,kolkata
7008,SUV,30000,Automatic,2,Land Rover Range Rover Evoque,2020,5990000.0,Diesel,Third Party insurance,5.0,1999.0,19.255853130413264,Gray,Yes,No,Power,205.0,5,786,kolkata
7009,Hatchback,54044,Manual,1,Maruti Alto K10,2017,315000.0,Petrol,Third Party,5.0,998.0,23.95,Silver,No,No,Power,145.0,5,177,kolkata
7010,SUV,6500,Manual,1,Tata Nexon,2021,799000.0,Petrol,Third Party insurance,5.0,1199.0,17.33,Green,No,No,Electric,170.0,5,350,kolkata
7011,Sedan,29159,Manual,1,Maruti Ciaz,2017,526000.0,Petrol,Zero Dep,5.0,1373.0,20.73,Red,No,No,Power,190.0,4,510,kolkata
7012,SUV,30000,Automatic,2,Land Rover Range Rover Evoque,2020,5990000.0,Diesel,Third Party insurance,5.0,1999.0,19.255853130413264,Silver,Yes,No,Power,205.0,5,786,kolkata
7013,Sedan,31968,Automatic,1,Honda City,2016,675000.0,Petrol,Comprehensive,5.0,1497.0,18.0,Brown,No,No,Power,195.0,4,510,kolkata
7014,Hatchback,44150,Manual,2,Hyundai Grand i10 Nios,2019,612000.0,Petrol,Third Party,5.0,1197.0,20.7,Blue,No,No,Electric,170.0,5,9544,kolkata
7015,Hatchback,60000,Manual,1,Hyundai i20,2010,189000.0,Petrol,Third Party insurance,5.0,1197.0,17.0,Others,No,No,Power,170.0,5,295,kolkata
7016,SUV,25009,Automatic,1,Hyundai Creta,2018,990000.0,Petrol,Comprehensive,5.0,1591.0,14.8,Grey,No,No,Power,170.0,5,400,kolkata
7017,Hatchback,46469,Manual,1,Maruti Swift,2020,534000.0,Petrol,Zero Dep,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,kolkata
7018,SUV,45000,Manual,1,Hyundai Creta,2018,800000.0,Petrol,Third Party insurance,5.0,1591.0,13.0,White,No,No,Power,170.0,5,400,kolkata
7019,Sedan,31577,Manual,1,Hyundai Verna,2020,983000.0,Petrol,Third Party,5.0,1497.0,17.7,Black,No,No,Electric,170.0,4,9544,kolkata
7020,Hatchback,56005,Automatic,1,Maruti Celerio,2014,281000.0,Petrol,Comprehensive,5.0,998.0,23.1,Red,No,No,Power,150.0,5,235,kolkata
7021,Hatchback,10005,Manual,1,Maruti Wagon R,2021,535000.0,Petrol,Comprehensive,5.0,998.0,21.79,Brown,No,No,Power,170.0,5,341,kolkata
7022,Hatchback,41163,Manual,1,Hyundai Grand i10,2017,475000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,kolkata
7023,Sedan,17839,Automatic,1,Mercedes-Benz E-Class,2020,5300000.0,Diesel,Comprehensive,5.0,1950.0,16.1,Grey,Yes,No,Electric,240.0,4,540,kolkata
7024,Sedan,3800,Manual,1,Toyota Yaris,2019,695000.0,Petrol,Comprehensive,5.0,1496.0,17.1,Red,No,No,Power,170.0,4,476,kolkata
7025,Hatchback,34124,Manual,1,Maruti Wagon R,2018,395000.0,Petrol,Comprehensive,5.0,998.0,21.79,Blue,No,No,Power,170.0,5,341,kolkata
7026,Hatchback,50000,Manual,2,Hyundai i20,2012,200000.0,Diesel,Third Party insurance,5.0,1396.0,21.9,Others,No,No,Power,170.0,5,9544,kolkata
7027,Sedan,48168,Manual,1,Honda City,2018,750000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Maroon,No,No,Power,189.0,4,510,kolkata
7028,MUV,20000,Manual,3,Mahindra Marazzo,2019,975000.0,Diesel,Third Party insurance,8.0,1497.0,17.3,Others,Yes,No,Power,170.0,5,190,kolkata
7029,Sedan,56357,Manual,1,Maruti Swift Dzire,2018,480000.0,Petrol,Third Party insurance,5.0,1197.0,19.0,White,No,No,Power,169.0,4,320,kolkata
7030,Sedan,60000,Manual,1,Maruti Swift Dzire,2010,245000.00000000003,Petrol,Third Party insurance,5.0,1298.0,17.5,Blue,No,No,Power,170.0,4,464,kolkata
7031,Hatchback,10585,Manual,1,Maruti Baleno,2022,719000.0,Petrol,Comprehensive,5.0,1197.0,21.01,Blue,No,No,Electric,170.0,5,339,kolkata
7032,Sedan,50000,Automatic,2,Honda Civic,2012,375000.0,Petrol,Third Party insurance,5.0,1799.0,13.1,Others,No,No,Power,206.0,4,405,kolkata
7033,Sedan,60000,Manual,1,Maruti Swift Dzire,2010,245000.00000000003,Petrol,Third Party insurance,5.0,1298.0,17.5,Blue,No,No,Power,170.0,4,464,kolkata
7034,SUV,17642,Manual,1,Hyundai Creta,2020,1214000.0,Petrol,Zero Dep,5.0,1497.0,19.255853130413264,White,No,No,Power,170.0,5,9544,kolkata
7035,Hatchback,20000,Manual,1,Tata Tiago,2018,439000.0,Diesel,Third Party insurance,5.0,1047.0,27.28,Others,Yes,No,Power,150.0,5,242,kolkata
7036,Hatchback,9157,Manual,1,Hyundai Grand i10 Nios,2021,753000.0,Petrol,Third Party,5.0,1197.0,20.7,Blue,No,No,Electric,170.0,5,9544,kolkata
7037,Sedan,65979,Manual,2,Honda Amaze,2016,362000.0,Petrol,Comprehensive,5.0,1198.0,18.0,Others,No,No,Power,160.0,4,400,kolkata
7038,Sedan,65000,Manual,1,Skoda Rapid,2014,300000.0,Diesel,Third Party insurance,5.0,1598.0,20.5,Golden,Yes,No,Power,170.0,4,460,kolkata
7039,Hatchback,7940,Manual,2,Datsun RediGO,2020,389000.0,Petrol,Comprehensive,5.0,999.0,22.5,Silver,No,No,Power,170.0,5,222,kolkata
7040,Hatchback,100000,Manual,4,Hyundai Santro Xing,2010,115000.0,Petrol,Third Party insurance,5.0,1086.0,19.255853130413264,Black,No,No,Power,141.0,5,218,kolkata
7041,Sedan,40000,Automatic,1,BMW 3 Series,2011,865000.0,Diesel,Comprehensive,5.0,1995.0,16.07,Red,Yes,No,Power,216.0,4,460,kolkata
7042,Sedan,60000,Manual,2,Fiat Linea,2011,185000.0,Petrol,Third Party insurance,5.0,1368.0,14.6,Gray,No,No,Power,165.0,4,9544,kolkata
7043,Sedan,19859,Automatic,1,BMW 5 Series,2019,3950000.0,Diesel,Comprehensive,5.0,1995.0,20.37,Grey,Twin,No,Power,235.0,4,520,kolkata
7044,SUV,7405,Automatic,1,Jeep Wrangler,2023,6250000.0,Petrol,Comprehensive,5.0,1998.0,12.1,White,Yes,No,Power,170.0,5,9544,kolkata
7045,SUV,52922,Manual,1,Honda BR-V,2016,620000.0,Petrol,Comprehensive,7.0,1497.0,15.4,Silver,No,No,Power,170.0,5,223,kolkata
7046,SUV,60000,Manual,1,Ford Ecosport,2015,350000.0,Petrol,Third Party insurance,5.0,1499.0,15.85,Red,No,No,Power,182.0,5,346,kolkata
7047,Hatchback,32000,Manual,1,Hyundai Grand i10,2019,464000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Blue,No,No,Power,165.0,5,256,kolkata
7048,Hatchback,47739,Manual,2,Honda Jazz,2017,412000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Red,No,No,Power,172.0,5,354,kolkata
7049,Hatchback,10717,Automatic,2,Maruti Alto K10,2019,375000.0,Petrol,Third Party,5.0,998.0,23.95,Silver,No,No,Power,145.0,5,177,kolkata
7050,Sedan,41000,Manual,1,Honda City,2015,621000.0,Diesel,Comprehensive,5.0,1498.0,25.1,White,Yes,No,Power,190.0,4,510,kolkata
7051,Hatchback,17619,Manual,2,Hyundai Santro,2020,443000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Silver,No,No,Electric,170.0,5,235,kolkata
7052,Hatchback,9221,Manual,1,Renault KWID,2021,422000.0,Petrol,Comprehensive,5.0,999.0,21.74,Red,No,No,Electric,170.0,5,279,kolkata
7053,SUV,70000,Manual,1,Honda WR-V,2019,550000.0,Petrol,Third Party,5.0,1199.0,17.5,Silver,No,No,Electric,164.26,5,363,kolkata
7054,Hatchback,10519,Manual,1,Maruti Swift,2019,545000.0,Petrol,Third Party,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,kolkata
7055,Sedan,50000,Manual,2,Hyundai Verna,2014,450000.0,Petrol,Third Party insurance,5.0,1591.0,17.1,Others,No,No,Power,170.0,4,465,kolkata
7056,Hatchback,19907,Manual,1,Maruti Celerio,2022,597000.0,CNG,Comprehensive,5.0,998.0,35.6,Others,No,No,Electric,170.0,5,9544,kolkata
7057,Hatchback,84771,Manual,2,Maruti Swift,2015,330000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,kolkata
7058,Hatchback,7000,Automatic,2,Honda Brio,2015,595000.0,Petrol,Comprehensive,5.0,1198.0,16.5,Grey,No,No,Power,185.0,5,175,kolkata
7059,Sedan,50000,Manual,1,Honda City,2017,500000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,Grey,No,No,Power,189.0,4,510,kolkata
7060,Sedan,52000,Automatic,1,Audi A6,2013,1075000.0,Diesel,Comprehensive,5.0,1968.0,17.68,White,Yes,No,Power,222.0,4,530,kolkata
7061,SUV,15407,Manual,1,Tata Nexon,2021,835000.0,Petrol,Comprehensive,5.0,1199.0,17.33,Foliage,No,No,Electric,170.0,5,350,kolkata
7062,Hatchback,50000,Manual,2,Hyundai i10,2009,175000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,kolkata
7063,Sedan,80000,Manual,1,Ambassador,1985,495000.0,Petrol,Comprehensive,5.0,1817.0,12.8,Blue,No,No,Power,129.0,4,9544,kolkata
7064,Sedan,58000,Manual,1,Honda City,2017,550000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,Silver,No,No,Power,189.0,4,510,kolkata
7065,Sedan,14000,Manual,1,Hyundai Verna,2021,1025000.0,Petrol,Third Party insurance,5.0,1497.0,17.7,Blue,No,No,Electric,170.0,4,9544,kolkata
7066,Sedan,80000,Manual,3,Hyundai Elantra,2014,350000.0,Petrol,Third Party insurance,5.0,1797.0,16.3,Others,No,No,Power,191.0,4,420,kolkata
7067,Sedan,45000,Manual,1,Hyundai Elantra,2017,775000.0,Petrol,Third Party insurance,5.0,1999.0,14.59,Silver,No,No,Power,210.0,4,420,kolkata
7068,Sedan,119236,Manual,1,Maruti Swift Dzire,2014,306000.0,Petrol,Third Party insurance,5.0,1197.0,22.41,Silver,No,No,Electric,170.0,4,378,kolkata
7069,Hatchback,98074,Manual,1,Maruti Baleno,2016,432000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,kolkata
7070,Sedan,40330,Automatic,1,Mercedes-Benz C-Class,2013,1080000.0,Diesel,Comprehensive,5.0,2143.0,14.84,White,No,No,Power,228.0,4,475,kolkata
7071,Sedan,84989,Manual,2,Maruti Swift Dzire,2014,314000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Silver,No,No,Electric,170.0,4,378,kolkata
7072,Hatchback,72017,Manual,2,Maruti Wagon R,2014,269000.0,Petrol,Comprehensive,5.0,998.0,20.51,Silver,No,No,Power,152.0,5,180,kolkata
7073,MUV,65002,Manual,1,Maruti Ertiga,2015,521000.0,Diesel,Comprehensive,7.0,1248.0,20.77,Grey,Yes,No,Power,160.0,5,135,kolkata
7074,Sedan,85862,Manual,1,Maruti Swift Dzire,2015,342000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Others,No,No,Electric,170.0,4,378,kolkata
7075,Hatchback,70000,Manual,2,Maruti Alto,2011,150000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Others,No,No,Power,137.0,5,9544,kolkata
7076,Hatchback,48005,Manual,1,Mahindra KUV 100 NXT,2017,407000.0,Petrol,Third Party,6.0,1198.0,18.15,White,No,No,Power,160.0,5,243,kolkata
7077,Hatchback,8625,Manual,1,Hyundai Santro,2019,460000.0,Petrol,Zero Dep,5.0,1086.0,20.3,Silver,No,No,Power,170.0,5,235,kolkata
7078,Hatchback,10000,Manual,1,Tata Altroz,2020,725000.0,Petrol,Third Party insurance,5.0,1199.0,19.33,Others,No,No,Electric,170.0,5,345,kolkata
7079,Sedan,67000,Manual,1,Skoda Laura,2012,340000.0,Diesel,Third Party insurance,5.0,1968.0,20.0,Maroon,Yes,No,Power,170.0,4,560,kolkata
7080,Hatchback,10000,Manual,1,Tata Altroz,2020,735000.0,Petrol,Third Party insurance,5.0,1199.0,19.33,Others,No,No,Electric,170.0,5,345,kolkata
7081,SUV,50000,Manual,1,Hyundai Creta,2018,1200000.0,Diesel,Third Party insurance,5.0,1582.0,19.67,Others,Yes,No,Power,190.0,5,400,kolkata
7082,Hatchback,60000,Manual,3,Maruti Zen Estilo,2011,145000.0,Petrol,Third Party insurance,5.0,998.0,19.0,Red,No,No,Power,160.0,5,9544,kolkata
7083,Hatchback,60000,Manual,3,Maruti Celerio,2017,350000.0,Petrol,Third Party insurance,5.0,998.0,23.1,Others,No,No,Power,150.0,5,235,kolkata
7084,SUV,34000,Automatic,1,Audi Q5,2014,1950000.0,Diesel,Comprehensive,5.0,1968.0,14.16,Brown,Yes,No,Power,200.0,5,540,kolkata
7085,Hatchback,60000,Manual,1,Maruti A-Star,2012,300000.0,Petrol,Third Party insurance,5.0,998.0,19.0,Others,No,No,Power,170.0,5,9544,kolkata
7086,MUV,152000,Manual,1,Toyota Innova,2014,695000.0,Diesel,Comprehensive,7.0,2494.0,12.99,Brown,Yes,No,Power,155.0,5,300,kolkata
7087,SUV,45000,Automatic,1,Land Rover Range Rover Sport,2014,5600000.0,Diesel,Third Party,5.0,3993.0,12.65,White,Twin,Yes,Power,210.0,5,780,kolkata
7088,Sedan,56766,Manual,3,Toyota Corolla Altis,2013,399000.0,Petrol,Third Party insurance,5.0,1798.0,14.53,Blue,No,No,Power,205.0,4,9544,kolkata
