,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
33,0,Diesel,SUV,"1,00,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,4651,250d,₹ 30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2143 cc,Diesel,Third Party insurance,"1,00,000 Kms",Second Owner,TS09,2018,5 Seats,Automatic,2018.0,Specifications,,2143 CC,201.15bhp,17.9 kmpl,5,500Nm,19,Others,In Line Engine,2143,201.15bhp@3800rpm,500Nm@1600-1800rpm,4.0,4.0,DOHC,CRDi,83.0 x 92.0 mm,16.2:1,Yes,No,4819mm,2141mm,1796mm,2915mm,1648mm,1663mm,2150kg,2950kg,9 Speed,AWD,5,Power,5.9 metres,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",19,5,690-litres,212 Kmph,8.6 Seconds,,hyderabad
34,0,Diesel,SUV,"1,19,422",Automatic,1,1st Owner,Ford,Ford Endeavour,2016,911,3.2 Trend AT 4X4,₹ 22.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,3198 cc,Diesel,Third Party insurance,"1,19,422 Kms",First Owner,TS08,Apr 2017,7 Seats,Automatic,2016.0,Specifications,,3198 CC,197.2bhp,10.91 kmpl,7,470Nm,18,White,Diesel Engine,3198,197.2bhp@3000rpm,470Nm@1750-2500rpm,5.0,4.0,DOHC,TDCi,,,Yes,No,4892mm,1860mm,1837mm,2850mm,1475mm,1470mm,1879kg,,6 Speed,4WD,7,Power,,Disc,Disc,"Tubeless,Radial",18,5,,,,,hyderabad
35,0,Petrol,Hatchback,"33,488",Manual,1,1st Owner,Maruti,Maruti Swift,2021,8378,VXI BSVI,₹ 6.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"33,488 Kms",First Owner,TS07,Jun 2021,5 Seats,Manual,2021.0,Specifications,,1197 CC,88.50bhp,22.38 kmpl,5,113Nm,,Blue,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
36,0,Petrol,SUV,"30,000",Manual,1,1st Owner,Mahindra,Mahindra Thar,2021,7960,LX 4-Str Hard Top BSVI,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1997 cc,Petrol,Third Party insurance,"30,000 Kms",First Owner,,2021,4 Seats,Manual,2021.0,Specifications,,1997 CC,150bhp,15.2 kmpl,4,300Nm,18,Others,mStallion 150 TGDi Engine,1997,150bhp@5000rpm,300Nm@1250-3000rpm,4.0,4.0,,,,,Yes,,3985mm,1855mm,1844mm,2450mm,1520mm,1520mm,1815,,6 Speed,4X4,4,Power,,Disc,Drum,"Radial, Tubeless",18,3,,,,,hyderabad
37,0,Petrol,Hatchback,"21,000",Manual,1,1st Owner,Tata,Tata Altroz,2022,8277,XZ Plus BSVI,₹ 8.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party,"21,000 Kms",First Owner,TS09,Sept 2022,5 Seats,Manual,2022.0,Specifications,,1199 CC,86.83bhp,19.33 kmpl,5,113Nm,16,White,1.2 l Revotron,1199,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,No,,3990mm,1755,1523,2501,,,1030,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",16,5,345,,,,hyderabad
38,0,Diesel,SUV,"56,545",Manual,1,1st Owner,Jeep,Jeep Compass,2018,6600,2.0 Limited Plus BSIV,₹ 16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Third Party insurance,"56,545 Kms",First Owner,TS09,Feb 2019,5 Seats,Manual,2018.0,Specifications,,1956 CC,170.63bhp,17.1 kmpl,5,350Nm,18,Grey,2.0-Litre 4-Cyl Multijet II Engine,1956,170.63bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,6 Speed,4X2,5,power,,Disc,Discs,"Radial, Tubless",18,5,408-litres,,,,hyderabad
39,0,Petrol,Hatchback,"64,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2017,6300,1.0 MPI Highline,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"64,000 Kms",First Owner,TS09,Nov 2017,5 Seats,Manual,2017.0,Specifications,,999 CC,75bhp,18.78 kmpl,5,95Nm,15,Blue,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5x76.4 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1044Kg,1500Kg,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",15,5,280,165 kmph,14.2 Seconds,,hyderabad
40,0,Petrol,Sedan,"71,413",Manual,2,2nd Owner,Volkswagen,Volkswagen Ameo,2018,6381,1.0 MPI Trendline,₹ 5.33 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"71,413 Kms",Second Owner,TS09,Nov 2018,5 Seats,Manual,2018.0,Specifications,,999 CC,75bhp,19.44 kmpl,5,95Nm,,White,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4 mm,,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1027Kg,,5 Speed,FWD,5,Power,5.4 meters,Disc,Drum,"Tubeless,Radial",,4,330-litres,,,,hyderabad
41,0,Petrol,Hatchback,"31,920",Manual,2,2nd Owner,Renault,Renault KWID,2020,7429,RXT,₹ 4.87 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,799 cc,Petrol,Third Party,"31,920 Kms",Second Owner,TS15,Aug 2020,5 Seats,Manual,2020.0,Specifications,,799 CC,53.26bhp,22.3 kmpl,5,72Nm,,Red,Petrol Engine,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,710,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,16 Seconds,,hyderabad
42,0,Diesel,SUV,"46,000",Automatic,1,1st Owner,BMW,BMW X1,2019,338,sDrive 20d xLine,₹ 33.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1995 cc,Diesel,Comprehensive,"46,000 Kms",First Owner,TS11,Jun 2019,5 Seats,Automatic,2019.0,Specifications,,1995 CC,188bhp,20.68 kmpl,5,400Nm,17,Black,Diesel Engine,1995,188bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,84 X 90 mm,16.5:1,Yes,No,4439mm,1821mm,1612mm,2670mm,1561mm,1562mm,1550,,8 Speed,FWD,5,Power,5.8 metres,Disc,Disc,Runflat,17,5,505-litres,222 Kmph,7.8 Seconds,,hyderabad
43,0,Petrol,Hatchback,"9,939",Manual,2,2nd Owner,Maruti,Maruti S-Presso,2022,7173,VXI Plus 2019-2022,₹ 5.26 Lakh,₹ 5.37 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"9,939 Kms",Second Owner,TS27,Mar 2023,5 Seats,Manual,2022.0,Specifications,,998 CC,65.71bhp,21.7 kmpl,5,89Nm,,Red,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,,hyderabad
44,0,Petrol,Hatchback,"7,156",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6776,Alpha,₹ 9.26 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"7,156 Kms",First Owner,TS08,Sept 2022,5 Seats,Manual,2022.0,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,R16,Blue,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,865-890,1340kg,5 Speed,FWD,5,Electric,4.9,Disc,Drum,"Tubeless,Radial",R16,5,339-litres,,12.36 seconds,,hyderabad
45,0,Petrol,Sedan,"20,608",Manual,1,1st Owner,Toyota,Toyota Yaris,2018,7283,J,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1496 cc,Petrol,Comprehensive,"20,608 Kms",First Owner,TS07,Sept 2018,5 Seats,Manual,2018.0,Specifications,,1496 CC,105.94bhp,17.1 kmpl,5,140Nm,,White,1.5 Dual VVT-i Engine,1496,105.94bhp@6000rpm,140Nm@4200rpm,4.0,4.0,DOHC,EFI,,,No,No,4425mm,1730mm,1495mm,2550mm,,,1090kg,1580kg,6 Speed,FWD,5,Power,5.1,Disc,Drum,"Tubless, Radial",,4,476,,,,hyderabad
46,0,Petrol,Sedan,"92,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2019,5829,VXI 1.2 BS IV,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"92,000 Kms",Second Owner,TS04,Sept 2019,5 Seats,Manual,2019.0,Specifications,,1197 CC,81.80bhp,22 kmpl,5,113Nm,,Grey,K Series VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1735mm,1515mm,2450mm,1530mm,1520mm,860Kg,1315Kg,5 Speed,FWD,5,Electric,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,378,,12.6 Seconds,,hyderabad
47,0,Petrol,Hatchback,"67,553",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2018,6054,ZXI Optional AMT BSIV,₹ 5.01 Lakh,₹ 5.06 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"67,553 Kms",Second Owner,TS16,Mar 2018,5 Seats,Automatic,2018.0,Specifications,,998 CC,67.04bhp,23.1 kmpl,5,90Nm,,Red,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,850kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,150 Kmph,15.05 Seconds,,hyderabad
48,0,Petrol,Sedan,"95,286",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2017,4219,VXI Optional,₹ 5.77 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"95,286 Kms",First Owner,TS07,Mar 2017,5 Seats,Manual,2017.0,Specifications,,1197 CC,83.14bhp,20.85 kmpl,5,115Nm,,White,K Series VVT Engine,1197,83.14bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,73 X 71.5 mm,11.0:1,No,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,945kg,1415kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,"Tubeless,Radial",,4,320-liters,158 Kmph,12.6 Seconds,,hyderabad
49,0,Diesel,SUV,"66,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,3801,W6 2WD,₹ 8.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Comprehensive,"66,000 Kms",First Owner,TS08,Sept 2015,7 Seats,Manual,2015.0,Specifications,,2179 CC,140bhp,16 kmpl,7,330Nm,,Silver,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1840,2510kg,6 Speed ,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,,5,720-litres,185 Kmph,10 Seconds,,hyderabad
50,0,Petrol,Hatchback,"35,929",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2019,5604,1.2 Kappa Sportz BSIV,₹ 5.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Zero Dep,"35,929 Kms",First Owner,TS08,Jul 2019,5 Seats,Manual,2019.0,Specifications,,1197 CC,81.86bhp,18.9 kmpl,5,113.75nm,,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1120,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,,5,256,165 Kmph,12.9 Seconds,,hyderabad
51,0,Petrol,SUV,"1,36,035",Manual,1,1st Owner,Honda,Honda BR-V,2016,1185,i-VTEC VX MT,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"1,36,035 Kms",First Owner,TS09,Jan 2017,7 Seats,Manual,2016.0,Specifications,,1497 CC,117.3bhp,15.4 kmpl,7,145Nm,16,Grey,i-VTEC Petrol Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,2.99 X 3.46 mm,,No,No,4456mm,1735mm,1666mm,2662mm,,,1235kg,,6 Speed,FWD,7,Power,5.3 metres,Disc,Drum,"Tubless, Radial",16,5,223-litres,,,,hyderabad
52,0,Diesel,MUV,"93,997",Manual,1,1st Owner,Maruti,Maruti Ertiga,2013,4051,ZDI,₹ 6.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"93,997 Kms",First Owner,TS08,Jul 2014,7 Seats,Manual,2013.0,Specifications,,1248 CC,88.8bhp,20.77 kmpl,7,200Nm,15,Silver,DDiS Diesel Engine,1248,88.8bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,4265mm,1695mm,1685mm,2740mm,1480mm,1490mm,1235kg,1845kg,5 Speed ,FWD,7,Power,5.2 metres,Disc,Drum,"Tubeless, Radial",15,5,135-liters,160 kmph,13.3 Seconds,,hyderabad
53,0,Petrol,Sedan,"60,000",Manual,1,1st Owner,Skoda,Skoda Rapid,2018,3124,1.6 MPI Active BSIV,₹ 7.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1598 cc,Petrol,Third Party insurance,"60,000 Kms",First Owner,TS07,2018,5 Seats,Manual,2018.0,Specifications,,1598 CC,103.2bhp,15.41 kmpl,5,153Nm,,Others,Petrol Engine,1598,103.2bhp@5200-5250rpm,153Nm@3750-3800rpm,4.0,4.0,DOHC,MPFI,,,No,No,4413mm,1699mm,1466mm,2552mm,,,1111kg,1680Kg,5 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",,4,460,185kmph,,120mm,hyderabad
54,0,Diesel,SUV,"52,220",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2019,4303,ZDi Plus Dual Tone,₹ 9.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Comprehensive,"52,220 Kms",First Owner,TS08,Apr 2019,5 Seats,Manual,2019.0,Specifications,,1248 CC,88.5bhp,24.3 kmpl,5,200Nm,16,Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1210kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,172 kmph,12.36 Seconds,,hyderabad
55,0,Petrol,Sedan,"61,659",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2019,6550,Zeta BSIV,₹ 8.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Third Party,"61,659 Kms",Second Owner,TS10,Jun 2019,5 Seats,Manual,2019.0,Specifications,,1462 CC,103.25bhp,21.56 kmpl,5,138Nm,15,White,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 x 85 mm,,No,No,4490 mm,1730 mm,1485 mm,2650 mm,,,1025,1520 Kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510-litres,,,,hyderabad
56,0,Petrol,Sedan,"65,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2020,7710,ZXI BSVI,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"65,000 Kms",First Owner,TS22,Jan 2020,5 Seats,Manual,2020.0,Specifications,,1197 CC,88.50bhp,22.41 kmpl,5,113Nm,15,White,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",15,4,378,,,160,hyderabad
57,0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra KUV 100 NXT,2018,6075,D75 K8 Dual Tone,₹ 4.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Diesel,Third Party insurance,"1,20,000 Kms",First Owner,TS08,2018,6 Seats,Manual,2018.0,Specifications,,1198 CC,77bhp,25.32 kmpl,6,190Nm,15,Red,mFALCON D75 Engine,1198,77bhp@3750rpm,190Nm@1750-2250rpm,3.0,4.0,DOHC,CRDi,,,Yes,No,3700mm,1735mm,1655mm,2385mm,1490mm,1490mm,925,,5 Speed,FWD,6,Power,5.05 metres,Disc,Drum,"Tubeless,Radial",15,5,243,160 kmph,14.5 seconds,,hyderabad
58,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2017,4177,VDI Optional,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,10,000 Kms",Second Owner,TS17,2017,5 Seats,Manual,2017.0,Specifications,,1248 CC,74bhp,25.2 kmpl,5,190Nm,,Others,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,965Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,155 Kmph,14.8 Seconds,,hyderabad
59,0,Petrol,Hatchback,"78,969",Manual,1,1st Owner,Maruti,Maruti Alto 800,2017,10327,VXI,₹ 3.02 Lakh,₹ 3.24 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,796 cc,Petrol,Third Party insurance,"78,969 Kms",First Owner,TS15,Apr 2017,5 Seats,Manual,2017.0,Specifications,,796 CC,47.33bhp,22.05 kmpl,5,69Nm,,Red,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445mm,1515mm,1475mm,2360mm,1295mm,1290mm,762kg,1185kg,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
60,0,Petrol,Hatchback,"38,939",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10 Nios,2021,7094,Asta,₹ 7.36 Lakh,₹ 7.58 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"38,939 Kms",Second Owner,TS08,Oct 2021,5 Seats,Manual,2021.0,Specifications,,1197 CC,81.86bhp,20.7 kmpl,5,113.8nm,15,Silver,1.2 Kappa petrol,1197,81.86bhp@6000rpm,113.8nm@4000rpm,4.0,4.0,,,,,No,,3805mm,1680,1520,2450,,,1060,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",15,5,,,,,hyderabad
61,0,Petrol,Hatchback,"88,637",Manual,1,1st Owner,Maruti,Maruti Ignis,2019,5553,1.2 Zeta BSIV,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"88,637 Kms",First Owner,TS05,Mar 2020,5 Seats,Manual,2019.0,Specifications,,1197 CC,81.80bhp,20.89 kmpl,5,113Nm,15,Grey,1.2-Litre VVT Petrol Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,SOHC,MPFI,,,No,No,3700mm,1690mm,1595mm,2435mm,,,835,,5 Speed,FWD,5,Electrical,4.7 m,Disc,Drum,"Tubeless,Radial",15,5,260-litres,,,,hyderabad
62,0,Petrol,Hatchback,"19,070",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,8159,Asta Turbo iMT,₹ 9.67 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party,"19,070 Kms",First Owner,TS08,Jun 2021,5 Seats,Manual,2021.0,Specifications,,998 CC,118.36bhp,20 kmpl,5,171.62nm,16,Red,1.0 l Turbo GDi petrol,998,118.36bhp@6000rpm,171.62nm@1500-4000rpm,3.0,4.0,,,,,Yes,,3995mm,1775mm,1505mm,2580mm,,,1240,,6 Speed IMT,,5,Electric,,Disc,Drum,"Tubeless, Radial",16,5,311,,,,hyderabad
63,0,Petrol,Hatchback,"68,556",Manual,1,1st Owner,Maruti,Maruti S-Presso,2020,7172,VXI 2019-2022,₹ 4.32 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Zero Dep,"68,556 Kms",First Owner,TS23,Nov 2020,5 Seats,Manual,2020.0,Specifications,,998 CC,65.71bhp,21.7 kmpl,5,89Nm,,Silver,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,,,,,3565,1520,1567,2380,1316,1318,736-775,1170,5 Speed,FWD,5,Power,4.5,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,,,hyderabad
64,0,Petrol,Hatchback,"44,356",Manual,1,1st Owner,Ford,Ford Figo,2019,6851,Titanium BSIV,₹ 6 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1194 cc,Petrol,Not Available,"44,356 Kms",First Owner,TS07,Mar 2020,5 Seats,Manual,2019.0,Specifications,,1194 CC,94.93bhp,20.4 kmpl,5,120Nm,15,Red,Ti-VCT Petrol Engine,1194,94.93bhp@6500rpm,120Nm@4250rpm,3.0,4.0,DOHC,Direct Injection,,,No,No,3941 mm,1704 mm,1525 mm,2490 mm,,,1016-1026kg,,5 Speed,FWD,5,Power,4.9 meters,Ventilated Disc,Drum,Tubeless,15,5,257-litres,157 Kmph,,,hyderabad
65,0,Petrol,Sedan,"73,143",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2016,10246,ZXI,₹ 6.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"73,143 Kms",First Owner,TS06,Jan 2017,5 Seats,Manual,2016.0,Specifications,,1197 CC,88.50bhp,22.41 kmpl,5,113Nm,15,Silver,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",15,4,378,,,160,hyderabad
66,0,Diesel,SUV,"1,46,769",Automatic,1,1st Owner,Volvo,Volvo XC60,2012,2100,D3 Kinetic,₹ 12.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1985 cc,Diesel,Third Party insurance,"1,46,769 Kms",First Owner,AP10,Jan 2013,5 Seats,Automatic,2012.0,Specifications,,1985 CC,163bhp,14.7 kmpl,5,400Nm,17,Black,Five Cylinder Turbo Charg,1985,163bhp@4000rpm,400Nm@1500-2500rpm,5.0,4.0,,,81 X 93.15 mm,,Yes,No,4627mm,1888mm,1713mm,2774mm,,,1640,,6 Speed,All Wheel Drive,5,Power,6.05 metres,Disc,Ventialte Disc,"Tubeless,Radial",17,5,495-litre,,8.5 Seconds,,hyderabad
