,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen,City
228,0,Diesel,Sedan,"68,000",Automatic,2,2nd Owner,Audi,Audi A4,2014,24,2.0 TDI Premium Sport Limited Edition,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1968 cc,Diesel,Comprehensive,"68,000 Kms",Second Owner,UP14,May 2014,5 Seats,Automatic,2014,Specifications,,1968 CC,174.33bhp,17.11 kmpl,5,380Nm,17,White,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,Direct Injection,Yes,4701mm,2040mm,1427mm,2808mm,1595kg,6 Speed,FWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",17,4,480-litre,DOHC,No,11.5 metres,222km/hr,7.9 Seconds,2055kg,1564mm,1551mm,,,,delhi
229,0,Petrol,MUV,"15,000",Manual,1,1st Owner,Renault,Renault Triber,2022,7421,RXZ BSVI,₹ 6.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"15,000 Kms",First Owner,DL10,Jul 2022,7 Seats,Manual,2022,Specifications,,999 CC,71.01bhp,20 kmpl,7,96Nm,,Golden,,999,71.01bhp@6250rpm,96Nm@3500rpm,3.0,4.0,MPFi,,3991mm,1739,1643,,947,5 Speed,,7,Electric,Disc,Drum,"Tubeless, Radial",,5,84,,,,,,,1527,1525,,,,delhi
230,0,Diesel,SUV,"1,06,180",Automatic,1,1st Owner,Audi,Audi Q5,2017,110,3.0 TDI Quattro Technology,₹ 20.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2967 cc,Diesel,Comprehensive,"1,06,180 Kms",First Owner,DL10,Mar 2017,5 Seats,Automatic,2017,Specifications,,2967 CC,241.4bhp,13.22 kmpl,5,580Nm,18,Black,TDI Quattro Engine,2967,241.4bhp@4000-4500rpm,580Nm@1400-3250rpm,6.0,4.0,CRDI,Yes,4629mm,2089mm,1655mm,2807mm,1955kg,7 Speed,AWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",18,5,540-litres,DOHC,No,5.8 metres,225 Kmph,6.5 Seconds,2470kg,1617mm,1614mm,,,,delhi
231,0,Diesel,SUV,"68,000",Manual,1,1st Owner,Tata,Tata Harrier,2020,9836,XZ,₹ 14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Comprehensive,"68,000 Kms",First Owner,UP16,Feb 2020,5 Seats,Manual,2020,Specifications,,1956 CC,167.67bhp,16.35 kmpl,5,350Nm,17,White,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,Yes,4598mm,1894mm,1706mm,2741mm,1660,6-Speed,,5,Power,Disc,Drum,"Tubeless, Radial",17,5,425,,,,,,,,,,,,delhi
232,0,Petrol,SUV,"11,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2022,10536,SX Opt Turbo DCT,₹ 19.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1397 cc,Petrol,Comprehensive,"11,000 Kms",First Owner,DL5C,Nov 2022,5 Seats,Automatic,2022,Specifications,,1397 CC,138.12bhp,,5,242Nm,17,White,1.4 L Turbo GDi Petrol,1397,138.12bhp@6000rpm,242Nm@1500-3200rpm,4.0,4.0,GDi,Yes,4300mm,1790mm,1635mm,2610mm,1465,7-speed DCT,,5,Power,Disc,Disc,"Tubeless, Radial",17,5,,DOHC,,,,,,,,,,,delhi
233,0,Petrol,SUV,"24,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2021,10523,E,₹ 10.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"24,000 Kms",First Owner,DL12,Jun 2021,5 Seats,Manual,2021,Specifications,,1497 CC,113.18bhp,,5,143.8Nm,,Black,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,4300mm,1790mm,1635mm,2610mm,1305,6-speed,,5,Power,Disc,Disc,"Tubeless, Radial",,5,,DOHC,,,,,,,,,,,delhi
234,0,Petrol,Sedan,"55,000",Manual,1,1st Owner,Honda,Honda City,2018,7261,VX MT,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"55,000 Kms",First Owner,HR06,Mar 2018,5 Seats,Manual,2018,Specifications,,1497 CC,117.6bhp,17.4 kmpl,5,145Nm,16,Silver,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1084kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,SOHC,No,5.3 metres,189 kmph,9.64 Seconds,1459kg,1475mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
235,0,Diesel,SUV,"12,010",Manual,1,1st Owner,Mahindra,Mahindra Thar,2020,7961,LX 4-Str Convert Top Diesel BSVI,₹ 14.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2184 cc,Diesel,Comprehensive,"12,010 Kms",First Owner,UP14,Nov 2020,4 Seats,Manual,2020,Specifications,,2184 CC,130bhp,15.2 kmpl,4,300Nm,18,Red,mHawk 130 Engine,2184,130bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,,Yes,3985mm,1855mm,1855mm,2450mm,1760,6 Speed,4X4,4,Power,Disc,Drum,"Radial, Tubeless",18,3,,,,,,,,1520mm,1520mm,,,,delhi
236,0,Petrol,Hatchback,"60,665",Manual,1,1st Owner,Maruti,Maruti Baleno,2020,6777,Delta,₹ 6.21 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"60,665 Kms",First Owner,HR87,Jun 2020,5 Seats,Manual,2020,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,,Grey,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
237,0,Petrol,SUV,"10,000",Manual,2,2nd Owner,Hyundai,Hyundai Creta,2021,7689,S BSVI,₹ 11.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"10,000 Kms",Second Owner,,2021,5 Seats,Manual,2021,Specifications,,1497 CC,113.18bhp,,5,143.8Nm,,Others,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,4300mm,1790mm,1635mm,2610mm,1360,6-speed,,5,Power,Disc,Disc,"Tubeless, Radial",,5,,DOHC,,,,,,,,,,,delhi
238,0,Diesel,MUV,"82,896",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2012,4050,VDI,₹ 7.27 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party,"82,896 Kms",Second Owner,DL03,Jun 2012,7 Seats,Manual,2012,Specifications,,1248 CC,88.76bhp,20.77 kmpl,7,200Nm,,Black,DDiS Diesel Engine,1248,88.76bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDI,Yes,4265mm,1695mm,1685mm,2740mm,1235kg,5 Speed ,FWD,7,Power,Disc,Drum,"Tubeless, Radial",,5,135-liters,DOHC,No,5.2 metres,160 kmph,13.3 Seconds,1845kg,1480mm,1490mm,69.6 X 82 mm,17.6:1,,delhi
239,0,Diesel,Coupe,"35,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz CLS-Class,2019,6682,300d,₹ 65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1950 cc,Diesel,Comprehensive,"35,000 Kms",Second Owner,UP16,Nov 2019,5 Seats,Automatic,2019,Specifications,,1950 CC,241.3bhp,19 kmpl,5,500Nm,18,Grey,Diesel Engine,1950,241.3bhp@4200rpm,500Nm@1600-2400rpm,4.0,4.0,CRDI,Yes,4988mm,1890mm,1435mm,2939mm,1905,7 Speed,RWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,4,520,DOHC,No,,250kmph,6.4 seconds,2445 Kg,1618mm,1620mm,,,,delhi
240,0,Petrol,SUV,"1,000",Automatic,1,1st Owner,Maruti,Maruti Jimny,2023,9568,Alpha AT,₹ 17.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Comprehensive,"1,000 Kms",First Owner,DL3C,Aug 2023,4 Seats,Automatic,2023,Specifications,,1462 CC,103.39bhp,16.39 kmpl,4,134.2nm,15,Black,K15B with Idle Start Stop,1462,103.39bhp@6000rpm,134.2nm@4000rpm,4.0,4.0,Multipoint injection,,3985mm,1645mm,1720mm,2590mm,1205,4-speed,AWD,4,Electric,Disc,Drum,"Tubeless, Radial",15,5,211,,,5.7,,,1545 Kg,1395 mm,1405 mm,74.0 x 85.0 mm,10,,delhi
241,0,Petrol,Sedan,"57,463",Manual,1,1st Owner,Honda,Honda City,2015,1279,i VTEC V,₹ 6.22 Lakh,₹ 6.40 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"57,463 Kms",First Owner,DL9C,Sept 2015,5 Seats,Manual,2015,Specifications,,1497 CC,117.3bhp,17.4 kmpl,5,145Nm,15,Silver,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1049kg,5 Speed ,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
242,0,Petrol,SUV,"3,100",Manual,1,1st Owner,Hyundai,Hyundai Creta,2023,10525,EX,₹ 13.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"3,100 Kms",First Owner,UP14,Jun 2023,5 Seats,Manual,2023,Specifications,,1497 CC,113.18bhp,,5,143.8Nm,,White,1.5 L MPi Petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,4300mm,1790mm,1635mm,2610mm,1355,6-speed,,5,Power,Disc,Disc,"Tubeless, Radial",,5,,DOHC,,,,,,,,,,,delhi
243,0,Diesel,SUV,"25,000",Automatic,2,2nd Owner,Volvo,Volvo XC60,2020,2098,D5 Inscription,₹ 52 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2400 cc,Diesel,Comprehensive,"25,000 Kms",Second Owner,HP01,Aug 2020,5 Seats,Automatic,2020,Specifications,,2400 CC,215bhp,11.2 kmpl,5,440Nm,18,White,Turbo Diesel Engine,2400,215bhp@4000rpm,440Nm@1500-3000rpm,5.0,4.0,CRDi,Yes,4644mm,2120mm,1713mm,2774mm,1875,6 Speed ,AWD,5,Power,Disc,Disc,"Tubeless,Radial",18,5,495-liters,,No,5.8 meters,205 Kmph,8.3 Seconds,,1632mm,1586mm,81 x 93.15 mm,,,delhi
244,0,Petrol,SUV,"58,716",Manual,1,1st Owner,Ford,Ford Ecosport,2016,888,1.5 Ti VCT MT Titanium BSIV,₹ 6.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1499 cc,Petrol,Zero Dep,"58,716 Kms",First Owner,UP16,Sept 2016,5 Seats,Manual,2016,Specifications,,1499 CC,110.4bhp,15.85 kmpl,5,140Nm,16,Brown,Ti-VCT Petrol Engine,1499,110.4bhp@6300rpm,140Nm@4400rpm,4.0,4.0,Direct Injection,No,3999mm,1765mm,1708mm,2520mm,1250,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,346-litres,DOHC,No,5.3 metres,182 Kmph,16 Seconds,,1519mm,1524mm,79 X 76.5 mm,11.0:1,,delhi
245,0,Petrol,Hatchback,"27,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,10100,Magna,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"27,000 Kms",First Owner,DL9C,Sept 2021,5 Seats,Manual,2021,Specifications,,1197 CC,81.80bhp,21 kmpl,5,114.74Nm,,Grey,1.2 l Kappa petrol,1197,81.80bhp@6000rpm,114.74Nm@4200rpm,4.0,4.0,,No,3995mm,1775mm,1505mm,2580mm,1105,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,311,,,,,,,,,,,,delhi
246,0,Petrol,Hatchback,"51,017",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3962,1.2 Delta,₹ 5.32 Lakh,₹ 5.62 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"51,017 Kms",First Owner,DL14,Sept 2017,5 Seats,Manual,2017,Specifications,,1197 CC,83.1bhp,21.4 kmpl,5,115Nm,,Red,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,870kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
247,0,Petrol,Hatchback,"25,000",Automatic,1,1st Owner,Mini,Mini Cooper Clubman,2020,5181,Cooper S,₹ 43 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1998 cc,Petrol,Comprehensive,"25,000 Kms",First Owner,HR01,Aug 2021,5 Seats,Automatic,2020,Specifications,,1998 CC,192bhp,13.79 kmpl,5,280Nm,17,Black,2.0-Litre 4-Cyl Turbocharged,1998,192bhp@5000-6000rpm,280Nm@1250-4600rpm,4.0,4.0,MPFI,Yes,4253mm,1800mm,1441mm,2670mm,1960kg,8 Speed,AWD,5,Power,Disc,Disc,"Tubeless,Radial",17,6,360 Litres,DOHC,No,5.6 Meters,228 kmph,7.1 seconds,1390kg,1564mm,1565mm,,11:1,,delhi
248,0,Petrol,SUV,"33,000",Automatic,2,2nd Owner,Land Rover,Land Rover Discovery,2017,6985,HSE Luxury 2.0 SD4,₹ 36.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1999 cc,Petrol,Third Party insurance,"33,000 Kms",Second Owner,DL1C,May 2017,7 Seats,Automatic,2017,Specifications,,1999 CC,237bhp,18 kmpl,7,430Nm,20,Grey,2.0L SD4 Diesel Engine,1999,237bhp@4000rpm,430Nm@1400rpm,4.0,4.0,CRDI,Yes,4988mm,2220mm,1888mm,2922mm,2184kg,8 Speed,AWD,7,Power,,,,20,5,258,DOHC,No,6.2 Metre,207kmph,8.7 Sec,2940kg,1689mm,1685mm,,,,delhi
249,0,Petrol,Hatchback,"17,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,8674,Sigma BSVI,₹ 7.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"17,000 Kms",First Owner,DL10,Sept 2022,5 Seats,Manual,2022,Specifications,,1197 CC,88.50bhp,22.35 kmpl,5,113Nm,,Blue,1.2 L K Series Engine,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3990mm,1745,1500,2520,920-955,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,318,,,4.85,,,1410,,,,,,delhi
250,0,Diesel,SUV,"95,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2014,2252,4x2 AT,₹ 13.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2982 cc,Diesel,Comprehensive,"95,000 Kms",First Owner,DL14,Jul 2014,7 Seats,Automatic,2014,Specifications,,2982 CC,168.5bhp,12.55 kmpl,7,360Nm,17,White,D-4D Diesel Engine,2982,168.5bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed ,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,DOHC,No,5.6 metres,176 Kmph,9.6 Seconds,2510kg,1540mm,1540mm,,,,delhi
251,0,Diesel,SUV,"15,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLE,2020,10864,300d,₹ 76 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1950 cc,Diesel,Comprehensive,"15,000 Kms",Second Owner,DL02,Oct 2020,5 Seats,Automatic,2020,Specifications,,1950 CC,241.38bhp,,5,500Nm,19,Silver,V Type Engine,1950,241.38bhp@4200rpm,500Nm@1600-4000rpm,4.0,4.0,CRDI,Yes,4924mm,2157mm,1772mm,2995mm,2150 Kg,9G-TRONIC,AWD,5,Power,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",19,5,825-litres,DOHC,No,5.9 metres,225Kmph,7.2sec,2910kg,1648mm,1663mm,83.0 x 92.0 mm,16.2:1,,delhi
252,0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Maruti,Maruti Ciaz,2016,4009,AT ZXi,₹ 6.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1373 cc,Petrol,Comprehensive,"49,000 Kms",First Owner,DL9C,Apr 2016,5 Seats,Automatic,2016,Specifications,,1373 CC,91.1bhp,19.12 kmpl,5,130Nm,15,Silver,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,MPFI,No,4490mm,1730mm,1485mm,2650mm,1010kg,4 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510-litres,DOHC,No,5.4 metres,190 kmph,14 Seconds,1490kg,1495mm,1505mm,73 X 82mm,10.1:1,,delhi
253,0,Petrol,Sedan,"34,000",Automatic,2,2nd Owner,Audi,Audi A4,2015,11,1.8 TFSI,₹ 20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1798 cc,Petrol,Third Party insurance,"34,000 Kms",Second Owner,DL07,Sept 2015,5 Seats,Automatic,2015,Specifications,,1798 CC,167.62bhp,15.64 kmpl,5,320Nm,16,Red,TFSI Petrol Engine,1798,167.62bhp@3800-6200rpm,320Nm@1400-3700rpm,4.0,4.0,Direct Injection,Yes,4701mm,2040mm,1427mm,2808mm,1545kg,8 Speed,FWD,5,Power,Ventilated Disc,Disc,"Tubeless,Radial",16,4,480-litres,DOHC,No,5.8 metres,225 Kmph,8.3 Seconds,2020kg,1564mm,1551mm,,,,delhi
254,0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2013,4210,VXI,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"70,000 Kms",First Owner,DL2C,Jun 2013,5 Seats,Manual,2013,Specifications,,1197 CC,83.14bhp,20.85 kmpl,5,115Nm,,White,K Series VVT Engine,1197,83.14bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1695mm,1555mm,2430mm,945kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,4,320-liters,DOHC,No,4.8 metres,158 Kmph,12.6 Seconds,1415kg,1485mm,1495mm,73 X 71.5 mm,11.0:1,,delhi
255,0,Petrol,SUV,"29,100",Manual,1,1st Owner,Kia,Kia Sonet,2020,8010,GTX Plus Turbo iMT BSVI,₹ 11.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"29,100 Kms",First Owner,DL10,Nov 2020,5 Seats,Manual,2020,Specifications,,998 CC,118.36bhp,18.2 kmpl,5,172Nm,16,Black,Smartstream G1.0 T - GDi,998,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,GDi,Yes,3995,1790,1642,2500,1210,6-Speed iMT,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",16,5,392,,,,,,,,,,,,delhi
256,0,Petrol,Sedan,"57,116",Manual,1,1st Owner,Tata,Tata Tigor,2018,5709,1.2 Revotron XZ Option,₹ 5.18 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Zero Dep,"57,116 Kms",First Owner,UP16,Jan 2018,5 Seats,Manual,2018,Specifications,,1199 CC,84bhp,20.3 kmpl,5,114Nm,15,Brown,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,MPFi,No,3992mm,1677mm,1537mm,2450mm,1062kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,419 litres,DOHC,No,,,,,1400mm,1420mm,77 X 85.8 mm,10.8:1,,delhi
257,0,Petrol,Hatchback,"56,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2016,1503,Magna Plus,₹ 2.61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,814 cc,Petrol,Comprehensive,"56,000 Kms",First Owner,UP14,Oct 2016,5 Seats,Manual,2016,Specifications,,814 CC,55.2bhp,21.1 kmpl,5,74.5Nm,,White,Petrol Engine,814,55.2bhp@5500rpm,74.5Nm@4000rpm,3.0,3.0,MPFI,No,3495mm,1550mm,1500mm,2380mm,910,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,215-litres,SOHC,No,4.6 metres,135 Kmph,19 Seconds,,1386mm,1368mm,,,,delhi
258,0,Petrol,SUV,"9,343",Manual,1,1st Owner,Honda,Honda WR-V,2021,7665,SV,₹ 8.66 Lakh,₹ 8.84 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party,"9,343 Kms",First Owner,DL5C,Jun 2021,5 Seats,Manual,2021,Specifications,,1199 CC,88.50bhp,16.5 kmpl,5,110Nm,16,Silver,i-VTEC,1199,88.50bhp@6000rpm,110Nm@4800rpm,4.0,4.0,,,3999mm,1734,1601,2555,1087,5 Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",16,5,363,SOHC,,5.3,,,,,,,,,delhi
259,0,Petrol,Sedan,"15,000",Automatic,2,2nd Owner,Audi,Audi A6,2021,10552,45 TFSI Technology,₹ 51 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1984 cc,Petrol,Comprehensive,"15,000 Kms",Second Owner,HP01,Dec 2021,5 Seats,Automatic,2021,Specifications,,1984 CC,241.3bhp,14.11 kmpl,5,370Nm,18,Black,In Line Petrol Engine,1984,241.3bhp@5000-6500rpm,370Nm@1600-4500rpm,4.0,4.0,Direct Injection,Yes,4939mm,2110mm,1470mm,2930mm,1740Kg,7 Speed,FWD,5,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",18,4,560,DOHC,No,5.95 metres,250Kmph,6.8 Seconds,2345Kg,,1618mm,,,,delhi
260,0,Diesel,SUV,"13,000",Manual,1,1st Owner,Toyota,Toyota Fortuner,2022,8243,4X2 Diesel BSVI,₹ 38.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2755 cc,Diesel,Comprehensive,"13,000 Kms",First Owner,UP16,Jun 2022,7 Seats,Manual,2022,Specifications,,2755 CC,201.15bhp,,7,420Nm,17,White,2.8 L Diesel engine,2755,201.15bhp@3400rpm,420Nm@1400-3400rpm,4.0,4.0,Direct Injection,Yes,4795mm,1855mm,1835mm,2745mm,2220,6 Speed iMT,2WD,7,,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,5,,DOHC,,5.8,,,2610kg,,,,,,delhi
261,0,Petrol,SUV,"90,347",Automatic,2,2nd Owner,Hyundai,Hyundai Creta,2017,1452,1.6 VTVT AT SX Plus,₹ 9.44 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1591 cc,Petrol,Third Party insurance,"90,347 Kms",Second Owner,DL1C,Feb 2017,5 Seats,Automatic,2017,Specifications,,1591 CC,121.3bhp,13 kmpl,5,151Nm,17,White,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFi,No,4270mm,1780mm,1630mm,2590mm,1280,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,DOHC,No,5.3 metres,,,,,,,,,delhi
